"PheCode","CUI","PheCode_desc","CUI_desc","cos_coderpp"
"PheCode:270.3","C3875058","Disorders of plasma protein metabolism","Disorder of plasma protein metabolism",0.9176061942717256
"PheCode:270.31","C0154254","Polyclonal hypergammaglobulinemia","Polyclonal hypergammaglobulinemia",0.9999999999964292
"PheCode:270.31","C0272249","Polyclonal hypergammaglobulinemia","Polyclonal gammopathy",0.5114693788672553
"PheCode:270.31","C3276084","Polyclonal hypergammaglobulinemia","Hyperglobulinemia, polyclonal",0.6282562627069375
"PheCode:270.31","C4230421","Polyclonal hypergammaglobulinemia","Increased IgM levels, polyclonal",0.5384780543399987
"PheCode:270.32","C0026471","Paraproteinemia","Monoclonal Paraproteinemia",0.5044955474183433
"PheCode:270.32","C0030489","Paraproteinemia","Paraproteinemias",0.8566432391386365
"PheCode:270.32","C0259744","Paraproteinemia","dysproteinemia",0.6268622366989648
"PheCode:270.33","C0002726","Amyloidosis","Amyloidosis",0.9999999999950488
"PheCode:270.33","C0268380","Amyloidosis","Systemic amyloidosis",0.5222749886617162
"PheCode:270.33","C0268381","Amyloidosis","Primary amyloidosis",0.5547265730890767
"PheCode:270.34","C0221757","Alpha-1-antitrypsin deficiency","alpha 1-Antitrypsin Deficiency",0.9061886229127334
"PheCode:270.34","C0543505","Alpha-1-antitrypsin deficiency","alpha1-Antitrypsin disease",0.6467800336241791
"PheCode:270.34","C1394905","Alpha-1-antitrypsin deficiency","serum; antitrypsin deficiency",0.5377600210025265
"PheCode:270.34","C2062835","Alpha-1-antitrypsin deficiency","hereditary emphysema (alpha 1-antitrypsin deficiency)",0.5321465540652865
"PheCode:270.34","C3501835","Alpha-1-antitrypsin deficiency","alpha-1-Antitrypsin Deficiency, Autosomal Recessive",0.5342247444414437
"PheCode:270.34","C3837243","Alpha-1-antitrypsin deficiency","heterozygous alpha 1-antitrypsin deficiency",0.5547671902707524
"PheCode:270.35","C3670923","Macroglobulinemia","Increased level of macroglobulin in blood",0.6440052011990359
"PheCode:270.38","C0029594","Other specified disorders of plasma protein metabolism","Other disorders of plasma protein metabolism",0.5346352220306522
"PheCode:270.38","C0342109","Other specified disorders of plasma protein metabolism","Other specified other disorders of plasma protein metabolism",0.7361019724889198
"PheCode:270.38","C0495716","Other specified disorders of plasma protein metabolism","Other specified abnormalities of plasma proteins",0.620527603358408
"PheCode:271","C0149670","Disorders of carbohydrate transport and metabolism","Disorder of carbohydrate metabolism",0.5333871555457267
"PheCode:271","C0154249","Disorders of carbohydrate transport and metabolism","Disorders of carbohydrate transport and metabolism",0.999999999997074
"PheCode:271.3","C0021830","Intestinal disaccharidase deficiencies and disaccharide malabsorption","Intestinal disaccharidase deficiencies and disaccharide malabsorption",0.9999999999935778
"PheCode:271.3","C0859066","Intestinal disaccharidase deficiencies and disaccharide malabsorption","Intestinal disaccharide deficiencies and disaccharide malabsorption",0.8612033918061271
"PheCode:271.3","C5231449","Intestinal disaccharidase deficiencies and disaccharide malabsorption","DIARRHEA 11, MALABSORPTIVE, CONGENITAL",0.531653708012704
"PheCode:271.9","C0342743","Other disorders of carbohydrate transport and metabolism","Other disorders of carbohydrate transport and metabolism NOS",0.9105255948234487
"PheCode:271.9","C0494336","Other disorders of carbohydrate transport and metabolism","Other disorders of carbohydrate metabolism",0.5497548985209861
"PheCode:272","C1534236","Disorders of lipoid metabolism","Disorders of lipid metabolism (& [Fredrickson types] or [hyperlipidemia])",0.5042495157259097
"PheCode:272","C1537286","Disorders of lipoid metabolism","Disorders of lipoid metabolism (& [cholesterol])",0.6339627849455874
"PheCode:272.1","C0020443","Hyperlipidemia","Hypercholesterolemia",0.5166142023850067
"PheCode:272.1","C0020473","Hyperlipidemia","Hyperlipidemia",0.9999999999920796
"PheCode:272.1","C0020476","Hyperlipidemia","Hyperlipoproteinemias",0.5385522481712555
"PheCode:272.1","C0020557","Hyperlipidemia","Hypertriglyceridemia",0.5410955751212775
"PheCode:272.1","C0694546","Hyperlipidemia","Familial hyperlipidemia",0.5291093375561757
"PheCode:272.1","C0853689","Hyperlipidemia","Secondary hyperlipidemia",0.5081329643822156
"PheCode:272.1","C4534391","Hyperlipidemia","Hyperlipidemia (e.g., hypercholesterolemia)",0.5348181483632231
"PheCode:272.11","C0020443","Hypercholesterolemia","Hypercholesterolemia",0.9999999999965862
"PheCode:272.11","C0020445","Hypercholesterolemia","Hypercholesterolemia, Familial",0.54445513843186355
"PheCode:272.11","C0549399","Hypercholesterolemia","Low density lipoprotein increased",0.5017255572172453
"PheCode:272.11","C0595930","Hypercholesterolemia","Blood cholesterol increased",0.5157598311736784
"PheCode:272.11","C0856108","Hypercholesterolemia","Hypercholesterolemia aggravated",0.5262233062866128
"PheCode:272.11","C1392499","Hypercholesterolemia","cholesterolemia",0.600799786593659
"PheCode:272.11","C1522133","Hypercholesterolemia","Hypercholesterolemia result",0.6891384654640911
"PheCode:272.11","C3842522","Hypercholesterolemia","High blood cholesterol",0.7108779685068608
"PheCode:272.11","C4534391","Hypercholesterolemia","Hyperlipidemia (e.g., hypercholesterolemia)",0.7171328458126327
"PheCode:272.12","C0020557","Hyperglyceridemia","Hypertriglyceridemia",0.6531441336898753
"PheCode:272.13","C0302871","Mixed hyperlipidemia","MIXED HYPERTRIGLYCERIDEMIA",0.5831429016790337
"PheCode:272.13","C0342891","Mixed hyperlipidemia","Secondary combined hyperlipidemia",0.509743052518528
"PheCode:272.13","C0543517","Mixed hyperlipidemia","Mixed hypercholesterolemia and hypertriglyceridemia",0.5259681913892034
"PheCode:272.13","C2047520","Mixed hyperlipidemia","Mixed hyperlipidemia (disorder)",0.706720691141346
"PheCode:272.13","C2712907","Mixed hyperlipidemia","Combined hyperlipidemia",0.7066498928559926
"PheCode:272.14","C0020481","Hyperchylomicronemia","Hyperlipoproteinemia Type V",0.509618952703452
"PheCode:272.14","C0023817","Hyperchylomicronemia","Hyperlipoproteinemia Type I",0.6617834309325407
"PheCode:272.14","C0342886","Hyperchylomicronemia","Primary hypertriglyceridemia",0.5357720262002696
"PheCode:272.14","C0856526","Hyperchylomicronemia","Fredrickson Type I lipidemia",0.5308598752884175
"PheCode:272.14","C1261969","Hyperchylomicronemia","Type I hyperlipidaemia",0.5484072811683729
"PheCode:272.14","C1274175","Hyperchylomicronemia","Primary chylomicronemia",0.591532966742781
"PheCode:272.14","C1274228","Hyperchylomicronemia","Chylomicronemia syndrome",0.5661446920849755
"PheCode:272.14","C1535978","Hyperchylomicronemia","Hyperchylomicronemia",0.999999999995449
"PheCode:272.14","C2931862","Hyperchylomicronemia","Familial hyperchylomicronemia syndrome",0.6721369505201168
"PheCode:272.14","C5543398","Hyperchylomicronemia","HYPERTRIGLYCERIDEMIA 2",0.5575260175274517
"PheCode:272.9","C0154251","Unspecified disorder of lipoid metabolism","Lipid Metabolism Disorders",0.8751122134146285
"PheCode:272.9","C0268195","Unspecified disorder of lipoid metabolism","Disorder of lipoprotein AND/OR lipid metabolism",0.5260277975973411
"PheCode:272.9","C0342877","Unspecified disorder of lipoid metabolism","Disorder of cholesterol metabolism",0.5688799243511864
"PheCode:272.9","C0494345","Unspecified disorder of lipoid metabolism","Disorder of lipoprotein metabolism, unspecified",0.5380032483926671
"PheCode:272.9","C0920558","Unspecified disorder of lipoid metabolism","inborn lipid disorder",0.5698843332066664
"PheCode:272.9","C1534236","Unspecified disorder of lipoid metabolism","Disorders of lipid metabolism (& [Fredrickson types] or [hyperlipidemia])",0.6810376384163295
"PheCode:272.9","C1537286","Unspecified disorder of lipoid metabolism","Disorders of lipoid metabolism (& [cholesterol])",0.5218885093188141
"PheCode:274","C0409848","Gout and other crystal arthropathies","Other crystal arthropathies",0.548762837148396
"PheCode:274","C0809978","Gout and other crystal arthropathies","Gout and other crystal arthropathies",0.9999999999958938
"PheCode:274.1","C0003868","Gout","Arthritis, Gouty",0.5484879529146764
"PheCode:274.1","C0018099","Gout","Gout",0.99999999999666
"PheCode:274.1","C0149896","Gout","Primary gout",0.5725809248530646
"PheCode:274.1","C0235406","Gout","Gout aggravated",0.5571739717980719
"PheCode:274.1","C0837849","Gout","Gout, unspecified, other site",0.5191856723701425
"PheCode:274.1","C1395415","Gout","Gouty diathesis",0.5258504567111133
"PheCode:274.1","C3203535","Gout","Gouty pain",0.5353291590426045
"PheCode:274.11","C0003868","Gouty arthropathy","Arthritis, Gouty",0.9034941219175784
"PheCode:274.11","C0018099","Gouty arthropathy","Gout",0.5203422384999209
"PheCode:274.2","C0152087","Crystal arthropathies","Crystal Arthropathies",0.999999999989402
"PheCode:274.2","C0947989","Crystal arthropathies","Crystal arthropathic disorders",0.6065899009181615
"PheCode:274.2","C5225867","Crystal arthropathies","Crystal arthropathies (excluding gout)",0.5759200559674518
"PheCode:274.21","C0157874","Chondrocalcinosis","Chondrocalcinosis, cause unspecified, involving unspecified site",0.5180236327116596
"PheCode:274.21","C0221621","Chondrocalcinosis","Chondrocalcinosis present",0.6268851719845534
"PheCode:274.21","C0553730","Chondrocalcinosis","Calcium pyrophosphate deposition disease",0.5237111229641109
"PheCode:274.21","C4025258","Chondrocalcinosis","Polyarticular chondrocalcinosis",0.5277635799381761
"PheCode:275","C0154260","Disorders of mineral metabolism","Disorder of mineral metabolism",0.9045967130476212
"PheCode:275","C0268084","Disorders of mineral metabolism","Disorder of trace mineral metabolism",0.5161293862971279
"PheCode:275","C1542579","Disorders of mineral metabolism","Mineral disorder",0.5943445338038846
"PheCode:275.1","C0012715","Disorders of iron metabolism","Iron Metabolism Disorders",0.943981440523818
"PheCode:275.1","C3826101","Disorders of iron metabolism","Iron deficiency diseases",0.7475776564568009
"PheCode:275.11","C0018995","Hereditary hemochromatosis","Hemochromatosis",0.610739611619464
"PheCode:275.11","C0268062","Hereditary hemochromatosis","Erythropoietic hemochromatosis",0.5786139088867476
"PheCode:275.11","C0392514","Hereditary hemochromatosis","Hereditary hemochromatosis",0.9999999999975456
"PheCode:275.11","C1858664","Hereditary hemochromatosis","HEMOCHROMATOSIS, TYPE 3",0.5280990410158544
"PheCode:275.11","C2827503","Hereditary hemochromatosis","HFE-Associated Hereditary Hemochromatosis",0.5640694498061757
"PheCode:275.11","C2921013","Hereditary hemochromatosis","Primary (hereditary) hemochromatosis",0.5627601016164112
"PheCode:275.11","C3469186","Hereditary hemochromatosis","HEMOCHROMATOSIS, TYPE 1",0.5017770439003455
"PheCode:275.2","C0012714","Disorders of copper metabolism","Disorder of copper metabolism",0.9087252341009342
"PheCode:275.2","C0274928","Disorders of copper metabolism","Copper poisoning",0.5224472179418564
"PheCode:275.3","C0012716","Disorders of magnesium metabolism","Disorder of magnesium metabolism",0.8616737927135436
"PheCode:275.3","C1621348","Disorders of magnesium metabolism","Magnesium disorder",0.5435115381187402
"PheCode:275.3","C3826042","Disorders of magnesium metabolism","Magnesium deficiency diseases",0.6871536573042484
"PheCode:275.5","C0268076","Disorders of calcium/phosphorus metabolism","DISORDERS OF PHOSPHORUS AND CALCIUM METABOLISM",0.7452372764852864
"PheCode:275.5","C0268082","Disorders of calcium/phosphorus metabolism","Nutritional disorder due to calcium-phosphorus imbalance",0.5120089483496029
"PheCode:275.5","C2103401","Disorders of calcium/phosphorus metabolism","disorders of calcium and bone metabolism",0.5165148930585248
"PheCode:275.51","C0020598","Hypocalcemia","Hypocalcemia",0.9999999999951026
"PheCode:275.51","C0392519","Hypocalcemia","Calcium deficiency",0.631182746885607
"PheCode:275.51","C0595881","Hypocalcemia","Ca++ decreased",0.64006532485703
"PheCode:275.51","C0595882","Hypocalcemia","Serum calcium decreased",0.5094314851945531
"PheCode:275.51","C0595934","Hypocalcemia","Calcium depletion",0.7222868377076579
"PheCode:275.51","C0856886","Hypocalcemia","Ca level lowered",0.6435396287703077
"PheCode:275.51","C1400171","Hypocalcemia","hypocalcemia; dietary",0.5649094580637242
"PheCode:275.51","C1850136","Hypocalcemia","Low serum calcium",0.5913667702494524
"PheCode:275.51","C3665624","Hypocalcemia","Serum calcium below normal (finding)",0.6370330627018522
"PheCode:275.51","C5206333","Hypocalcemia","Low Calcium Level",0.6253712997832341
"PheCode:275.53","C0031707","Disorders of phosphorus metabolism","Phosphorus Metabolism Disorders",0.76802590599761
"PheCode:275.53","C2874301","Disorders of phosphorus metabolism","Disorder of phosphorus metabolism, unspecified",0.6677163983220846
"PheCode:275.6","C0020437","Hypercalcemia","Hypercalcemia",0.9999999999977488
"PheCode:275.6","C0553702","Hypercalcemia","Ca++ increased",0.5541115156913099
"PheCode:275.6","C0595876","Hypercalcemia","Calcium intoxication",0.5177596694552201
"PheCode:275.6","C0595928","Hypercalcemia","Serum calcium increased",0.5053393907404455
"PheCode:275.6","C0860969","Hypercalcemia","Calcium total increased",0.5216130796700464
"PheCode:275.6","C5206332","Hypercalcemia","High Calcium Level",0.5977771385123236
"PheCode:276","C0267994","Disorders of fluid, electrolyte, and acid-base balance","Disorder of fluid AND/OR electrolyte",0.8102885774913082
"PheCode:276","C0494355","Disorders of fluid, electrolyte, and acid-base balance","Other disorders of fluid, electrolyte and acid-base balance",0.5081114553521804
"PheCode:276","C0743010","Disorders of fluid, electrolyte, and acid-base balance","FLUID/NUTR PROBLEM",0.501825696297148
"PheCode:276","C0810254","Disorders of fluid, electrolyte, and acid-base balance","Other fluid and electrolyte disorders",0.5414299139333316
"PheCode:276","C0859067","Disorders of fluid, electrolyte, and acid-base balance","Electrolyte and fluid balance disorder NOS",0.5412498444252161
"PheCode:276","C0860434","Disorders of fluid, electrolyte, and acid-base balance","Fluid and electrolyte imbalance",0.515751417008061
"PheCode:276","C1971018","Disorders of fluid, electrolyte, and acid-base balance","Fluid/electrolyte/acid-base or electrolyte disorders (& [potassium] or [sodium])",0.610447910140389
"PheCode:276.1","C0043065","Electrolyte imbalance","Water-Electrolyte Imbalance",0.5851569879214367
"PheCode:276.1","C0151613","Electrolyte imbalance","Electrolytes abnormal",0.5303766456405573
"PheCode:276.1","C0342579","Electrolyte imbalance","Electrolyte imbalance",0.9999999999958812
"PheCode:276.1","C0542041","Electrolyte imbalance","Imbalance blood electrolyte",0.652523052324907
"PheCode:276.1","C0548893","Electrolyte imbalance","Electrolyte alteration",0.5833861181729638
"PheCode:276.1","C0853748","Electrolyte imbalance","Blood electrolytes abnormal",0.5227153704418471
"PheCode:276.1","C0860434","Electrolyte imbalance","Fluid and electrolyte imbalance",0.520342808250304
"PheCode:276.1","C0947897","Electrolyte imbalance","Potassium imbalance",0.5111567175010316
"PheCode:276.1","C0949015","Electrolyte imbalance","Chloride imbalance",0.5920546305992364
"PheCode:276.1","C1704431","Electrolyte imbalance","Disorder of electrolytes",0.573610191527777
"PheCode:276.1","C3836063","Electrolyte imbalance","rndx electrolyte imbalance",0.5772134330279167
"PheCode:276.11","C0342580","Hyperosmolality and/or hypernatremia","Hyperosmolality and or hypernatremia",0.8984267474449974
"PheCode:276.11","C2004271","Hyperosmolality and/or hypernatremia","Hyperosmolality with hypernatremia",0.5105968139121644
"PheCode:276.12","C0020645","Hyposmolality and/or hyponatremia","Hyposmolality and/or hyponatremia",0.9999999999957108
"PheCode:276.12","C0494356","Hyposmolality and/or hyponatremia","Hypo-osmolality and hyponatremia",0.5593229704507543
"PheCode:276.13","C0020461","Hyperpotassemia","Hyperkalemia",0.5017960473567854
"PheCode:276.13","C0268021","Hyperpotassemia","potassium intoxication; syndrome",0.568722758953803
"PheCode:276.13","C0553704","Hyperpotassemia","Serum potassium increased",0.5154197161860018
"PheCode:276.13","C0853760","Hyperpotassemia","Blood potassium increased",0.5907763087812671
"PheCode:276.13","C3281010","Hyperpotassemia","Hyperkalemia (>6.2 mM in both dominant and recessive)",0.5030220969257692
"PheCode:276.13","C5547148","Hyperpotassemia","Potassium poisoning",0.5654134369321574
"PheCode:276.14","C0020621","Hypopotassemia","Hypokalemia",0.6467971328175337
"PheCode:276.14","C0032827","Hypopotassemia","Potassium Deficiency",0.6998319956995551
"PheCode:276.14","C1401386","Hypopotassemia","potassium; deficit",0.558221476507704
"PheCode:276.14","C1514284","Hypopotassemia","Potassium Deficiency Disorder",0.5318808496355819
"PheCode:276.14","C1857402","Hypopotassemia","Kypokalemia",0.6032612085006851
"PheCode:276.14","C1971021","Hypopotassemia","Potassium depletion",0.8172418375816868
"PheCode:276.14","C3825802","Hypopotassemia","Potassium deficiency diseases",0.5349195842748268
"PheCode:276.4","C0001118","Acid-base balance disorder","Acid-Base Imbalance",0.6656197951118651
"PheCode:276.4","C0268029","Acid-base balance disorder","Disorder of acid-base balance",0.9226185078152432
"PheCode:276.4","C0740265","Acid-base balance disorder","Acid-base disorders",0.7574317119438467
"PheCode:276.4","C0853359","Acid-base balance disorder","Abnormal acid-base balance",0.5513303219530094
"PheCode:276.41","C0001122","Acidosis","Acidosis",0.9999999999943828
"PheCode:276.41","C0220981","Acidosis","Metabolic acidosis",0.6314235386969683
"PheCode:276.41","C0543506","Acidosis","clinical acidosis",0.6983430324220089
"PheCode:276.41","C1735903","Acidosis","Chronic acidosis",0.5341557281221246
"PheCode:276.41","C1739140","Acidosis","Acidosis aggravated",0.5730737545554858
"PheCode:276.42","C0002063","Alkalosis","Alkalosis",0.9999999999956326
"PheCode:276.42","C0002064","Alkalosis","Alkalosis, Respiratory",0.5193917678408624
"PheCode:276.42","C0220983","Alkalosis","Metabolic alkalosis",0.5705970094380102
"PheCode:276.42","C0221106","Alkalosis","Alkalemia",0.5649909451232802
"PheCode:276.42","C0543509","Alkalosis","Alkalosis, clinical",0.5792270286116211
"PheCode:276.5","C0020683","Hypovolemia","Hypovolemic Shock",0.5051636155241738
"PheCode:276.5","C0085608","Hypovolemia","Decreased blood volume",0.6195084433765683
"PheCode:276.5","C0429652","Hypovolemia","Negative fluid balance",0.6274069448166975
"PheCode:276.5","C0546884","Hypovolemia","Hypovolemia",0.9999999999977084
"PheCode:276.5","C5201039","Hypovolemia","volume depletion of plasma",0.57559136588275694
"PheCode:276.6","C0392689","Fluid overload","Overhydration",0.5117061275412182
"PheCode:276.6","C0546817","Fluid overload","Fluid overload",0.9999999999979146
"PheCode:276.6","C0599744","Fluid overload","water; excess",0.6202875074563797
"PheCode:276.6","C1319218","Fluid overload","Fluid overload status",0.5973824861315611
"PheCode:276.6","C2957261","Fluid overload","fluid overload due to transfusion",0.5347056866009412
"PheCode:276.6","C4062776","Fluid overload","Excessive fluid volume",0.5417357007986207
"PheCode:276.6","C5205918","Fluid overload","Extravascular Volume Overload",0.5114740439589249
"PheCode:276.8","C0085602","Polydipsia","Polydipsia",0.9999999999939722
"PheCode:276.8","C0395005","Polydipsia","Psychogenic polydipsia",0.5971344686444413
"PheCode:276.8","C0426596","Polydipsia","Increased fluid intake",0.5147967598238972
"PheCode:276.8","C0857397","Polydipsia","Polydipsia (nocturnal)",0.5743568785551239
"PheCode:276.8","C1540939","Polydipsia","(Excessive fluid intake) or (polydipsia)",0.6199505130743276
"PheCode:276.8","C1994993","Polydipsia","(Excessive thirst) or (polydipsia)",0.5045665715820721
"PheCode:277","C0268329","Other disorders of metabolism","Other and unspecified disorders of metabolism",0.921936110797296
"PheCode:277","C2874310","Other disorders of metabolism","Other and unspecified metabolic disorders",0.6049314312704748
"PheCode:277.1","C0032708","Disorders of porphyrin metabolism","Disorders of Porphyrin Metabolism",0.9999999999985923
"PheCode:277.2","C0029595","Other disorders of purine and pyrimidine metabolism","Other disorders of purine and pyrimidine metabolism",0.9999999999975446
"PheCode:277.4","C0012711","Disorders of bilirubin excretion","Disorders of bilirubin excretion",0.9999999999970022
"PheCode:277.4","C1389869","Disorders of bilirubin excretion","metabolic disorder; bilirubin, excretion",0.5155348232743739
"PheCode:277.5","C0029591","Other disorders of lipoid metabolism","Other disorders of lipoid metabolism",0.999999999996656
"PheCode:277.5","C0348490","Other disorders of lipoid metabolism","Other lipid storage disorders",0.5066787805032507
"PheCode:277.51","C0154251","Lipoprotein disorders","Lipid Metabolism Disorders",0.5123096142794576
"PheCode:277.51","C0342830","Lipoprotein disorders","Disorder of lipoprotein storage and metabolism",0.5067918283727116
"PheCode:277.51","C0494345","Lipoprotein disorders","Disorder of lipoprotein metabolism, unspecified",0.6658598100872855
"PheCode:277.51","C0596848","Lipoprotein disorders","lipoprotein disorder",0.8837472792193719
"PheCode:277.51","C0598784","Lipoprotein disorders","Dyslipoproteinemias",0.5095581152208599
"PheCode:277.51","C4727944","Lipoprotein disorders","Lipoprotein abnormal",0.5086072454039956
"PheCode:277.6","C0029570","Other deficiencies of circulating enzymes","Other deficiencies of circulating enzymes",0.999999999996539
"PheCode:277.7","C0524620","Dysmetabolic syndrome X","Metabolic Syndrome X",0.8193099013051929
"PheCode:277.7","C1262289","Dysmetabolic syndrome X","Dysmetabolic syndrome",0.6099003848978201
"PheCode:277.7","C2930930","Dysmetabolic syndrome X","Abdominal obesity metabolic syndrome",0.5255344077393895
"PheCode:277.7","C3714619","Dysmetabolic syndrome X","Insulin resistance syndrome",0.584169270910819
"PheCode:277.7","C5243476","Dysmetabolic syndrome X","Cardiometabolic Syndrome",0.6914513872266668
"PheCode:277.8","C0342918","Carnitine deficiencies","Carnitine nutritional deficiency",0.5331635033103268
"PheCode:277.8","C1142132","Carnitine deficiencies","Carnitine deficiency",0.6935113849402414
"PheCode:277.8","C1328304","Carnitine deficiencies","Congenital carnitine deficiency",0.6140758180549557
"PheCode:277.8","C1853748","Carnitine deficiencies","Serum carnitine deficiency",0.5242311930082628
"PheCode:277.8","C2874246","Carnitine deficiencies","Disorder of carnitine metabolism, unspecified",0.5572191346894577
"PheCode:277.8","C3250143","Carnitine deficiencies","carnitine metabolism disturbances",0.5232332577039998
"PheCode:277.8","C3665817","Carnitine deficiencies","Hypocarnitinaemia",0.5602710285645116
"PheCode:277.8","C5232715","Carnitine deficiencies","Plasma carnitine deficiency",0.513952558174891
"PheCode:278","C0154269","Overweight, obesity and other hyperalimentation","Obesity and other hyperalimentation",0.613384405879448
"PheCode:278","C1561826","Overweight, obesity and other hyperalimentation","Overweight and obesity",0.5186686699600294
"PheCode:278","C1561827","Overweight, obesity and other hyperalimentation","Overweight, obesity and other hyperalimentation (E65-E68)",0.8068392010207295
"PheCode:278.1","C0028754","Obesity","Obesity",0.9999999999939396
"PheCode:278.1","C0241373","Obesity","THIGH OBESITY",0.5151475101145686
"PheCode:278.1","C0311277","Obesity","Obesity, Abdominal",0.5369765161216816
"PheCode:278.1","C0342942","Obesity","Generalized obesity",0.5258846549755336
"PheCode:278.1","C0857116","Obesity","Gross obesity",0.5385423901652531
"PheCode:278.1","C0948775","Obesity","High weight",0.5207416235042566
"PheCode:278.1","C1563743","Obesity","adiposity",0.6528077111265774
"PheCode:278.1","C1862918","Obesity","Obesity (older children)",0.6126586220591045
"PheCode:278.1","C2230143","Obesity","obesity (more than 10% over ideal weight)",0.6533845860129609
"PheCode:278.1","C2362324","Obesity","Pediatric Obesity",0.5299295297900779
"PheCode:278.1","C5395284","Obesity","High body weight",0.5899511242309605
"PheCode:278.11","C0028756","Morbid obesity","Morbid obesity",0.9999999999952646
"PheCode:278.11","C2237170","Morbid obesity","weight greater than 100% over ideal body weight",0.502920071761039
"PheCode:278.3","C0154270","Localized adiposity","Localized adiposity",0.9999999999964848
"PheCode:278.3","C0406610","Localized adiposity","Lipomatosis circumscripta",0.5387661433508233
"PheCode:278.3","C0474427","Localized adiposity","Localized deposits of fat",0.5764820467566496
"PheCode:278.4","C0000765","Abnormal weight gain","Excessive body weight gain",0.5086509083932895
"PheCode:278.4","C0332544","Abnormal weight gain","Abnormal weight gain",0.9999999999964934
"PheCode:278.4","C0848404","Abnormal weight gain","weight gain problem",0.5663466652046384
"PheCode:279","C0021053","Disorders involving the immune mechanism","Immune System Diseases",0.5033652934128323
"PheCode:279","C0041806","Disorders involving the immune mechanism","Unspecified disorder of immune mechanism",0.8939447167483205
"PheCode:279","C1532237","Disorders involving the immune mechanism","Disorder of immune function",0.5159456438553132
"PheCode:279","C1532238","Disorders involving the immune mechanism","Disorder of immune structure",0.5395745835406289
"PheCode:279.1","C0021051","Immunity deficiency","Immunologic Deficiency Syndromes",0.8631766858055843
"PheCode:279.1","C0301889","Immunity deficiency","Immune defect",0.6571378827287502
"PheCode:279.1","C0392207","Immunity deficiency","inborn immunodeficiency",0.5664191022642855
"PheCode:279.1","C0745242","Immunity deficiency","Immunoglobulin deficiency",0.5996866806512803
"PheCode:279.1","C1855771","Immunity deficiency","Immune Deficiency Disease",0.6458835844827755
"PheCode:279.1","C1859420","Immunity deficiency","Immunoglobulin deficiency (IgA, IgG, IgM)",0.5117621590278847
"PheCode:279.1","C1948095","Immunity deficiency","Inadequate immunity",0.594341239065822
"PheCode:279.1","C2749652","Immunity deficiency","Hypoimmunoglobulinemia",0.5206120220933241
"PheCode:279.1","C4062960","Immunity deficiency","Deficient immunity",0.6398060287458062
"PheCode:279.11","C0522274","Deficiency of humoral immunity","Humoral immune defect",0.754383918609042
"PheCode:279.11","C1399819","Deficiency of humoral immunity","Humoral immunodeficiency",0.5902232786269928
"PheCode:279.11","C1534434","Deficiency of humoral immunity","(Deficiencies of humoral immunity) or (agammaglobulinemia)",0.5050515558726049
"PheCode:279.11","C3150510","Deficiency of humoral immunity","Abnormality of humoral immunity",0.6518078142487704
"PheCode:279.11","C3278400","Deficiency of humoral immunity","Defective humoral response",0.5199457962484859
"PheCode:279.2","C0687719","Autoimmune disease NEC","Autoimmune disease NEC in ICD9CM",0.7266874434674849
"PheCode:279.2","C0851816","Autoimmune disease NEC","Autoimmune disorders NEC",0.5496792661805251
"PheCode:279.7","C0375580","Other immunological findings","Other and unspecified nonspecific immunological findings",0.7213489419536867
"PheCode:279.8","C0398672","Other specified disorders involving the immune mechanism","Other specified disorders involving the immune mechanism",0.9999999999973516
"PheCode:279.8","C0947760","Other specified disorders involving the immune mechanism","Immune disorders NEC",0.5095036446208236
"PheCode:280","C0041782","Iron deficiency anemias","Deficiency anemias",0.5280531459528124
"PheCode:280","C0162316","Iron deficiency anemias","Iron deficiency anemia",0.7623976680564073
"PheCode:280","C1535542","Iron deficiency anemias","Iron deficiency anemias (& [hypochromic - microcytic])",0.7400309159101668
"PheCode:280","C5436519","Iron deficiency anemias","Anemia, iron-deficient",0.6786437432771156
"PheCode:280","C5442392","Iron deficiency anemias","Hypoferraemia",0.5342971654713815
"PheCode:280.1","C1535542","Iron deficiency anemias, unspecified or not due to blood loss","Iron deficiency anemias (& [hypochromic - microcytic])",0.5759641951781732
"PheCode:280.1","C2673848","Iron deficiency anemias, unspecified or not due to blood loss","Iron deficiency anemia (adults)",0.5248562751187658
"PheCode:280.2","C0154286","Iron deficiency anemia secondary to blood loss (chronic)","Iron deficiency anemia secondary to chronic blood loss",0.8565200692171413
"PheCode:280.2","C1542776","Iron deficiency anemia secondary to blood loss (chronic)","Iron deficiency anemia due to blood loss",0.5475405592263078
"PheCode:281","C0154288","Other deficiency anemia","Other deficiency anemias",0.8588205486624572
"PheCode:281","C0472707","Other deficiency anemia","Other specified deficiency anaemias",0.5307019450248023
"PheCode:281.1","C0002888","Megaloblastic anemia","Anemia, Megaloblastic",0.8263823629431868
"PheCode:281.1","C0271960","Megaloblastic anemia","Acute megaloblastic anemia",0.6000247255777053
"PheCode:281.1","C0815316","Megaloblastic anemia","Megaloblastic anemia due to vitamin B>12< deficiency",0.5027704885486712
"PheCode:281.11","C0002892","Pernicious anemia","Anemia, Pernicious",0.6526452527422109
"PheCode:281.11","C1536631","Pernicious anemia","Pernicious anemia (& [Biermer's congenital] or [congenital deficiency of intrinsic factor])",0.6152572285662058
"PheCode:281.12","C0154289","Other vitamin B12 deficiency anemia","Other vitamin B12 deficiency anemias",0.9012451278988672
"PheCode:281.12","C0477301","Other vitamin B12 deficiency anemia","Other dietary vitamin B12 deficiency anemia",0.5288027369359634
